2480502.32686366,2430535.28011155
2401619.66839652,2521902.86976383
2702872.86050827,2564195.16971924
2734742.97040088,2510206.49967019
2719196.26877292,2507341.41960569
2750318.55012336,2533379.84954238
2700068.00408086,2554170.49993314
2740522.31002966,2519522.01977405
2740575.44970425,2508429.10016211
2716575.03589314,2539051.92020334
2778655.17989906,2522552.74040911
2735179.4867712,2576382.96971956
2783774.55338726,2408690.60986465
2802898.64216055,2502434.91986476
2778753.40219395,2478945.22019114
2778314.45035568,2498044.39037878
2804555.10981818,2449787.42950345
2815694.17592492,2489985.87017282
2819677.494469,2485574.58007812
2825698.07053378,2470501.3402612
2817390.79653715,2494948.04039681
2837125.38018487,2484026.47975391
2852575.42768496,2479842.52038535
2815344.21033549,2430843.61007405
2827060.05266757,2454421.83021792
2805733.81210102,2437421.93975165
2795159.70987509,2451111.38962507
2823335.23645349,2482130.88046899
2803761.95283395,2415360.86976723
2539260.37107476,2372378.32967367
2542162.60702208,2391123.40956498
2553170.71819451,2372579.9196714
2566279.59387212,2382138.03998623
2563117.19034176,2393278.07993035
2547326.78995522,2375306.9904343
2547853.07753348,2385900.28055862
2565138.96426751,2381278.95974974
2582452.3237243,2385062.24035761
2580262.68288887,2393580.70021667
2554763.78048617,2390954.93003817
2567575.72777649,2372472.37053044
2550009.51091474,2360441.67022259
2561040.57819164,2361605.96973478
2533783.58367739,2387601.7700548
2714390.66031632,2601574.17959508
2744390.81438807,2608300.91037869
2762437.75755794,2604128.99015553
2763883.3139576,2585353.88951471
2410216.37281081,2386941.48045195
2406125.34131357,2400207.8003255
2404649.90657684,2409514.81014169
2402112.62754006,2412707.72035862
2401489.8511755,2420284.50042004
2400481.55987587,2437686.52049592
2403064.44794805,2438508.00051783
2406634.15899406,2413522.90998504
2447265.68860116,2364563.40032763
2390564.19710515,2327259.0899036
2428644.25224551,2372769.49040414
2417818.46416595,2376105.62983579
2410572.18105189,2357641.70991388
2411386.31785883,2361978.99047464
2411494.44660055,2368787.54042353
2385287.95870623,2333558.16002593
2546638.86219475,2563982.61045763
2601525.82960296,2525619.8197797
2608366.71351191,2531098.06998544
2599435.12782268,2539319.7899844
2606349.11768399,2529573.35012906
2604593.07740862,2537716.66956934
2571798.18899042,2559745.85019489
2496417.10031873,2614786.65973141
2514715.34888456,2607118.61964834
2546871.16040528,2600404.4299118
2541579.66898267,2594684.06999415
2590581.78993023,2520656.93024449
2595839.46448221,2501685.05013458
2579172.3206874,2539714.02038985
2575379.44035696,2528055.7104511
2586399.5714773,2525019.20003497
2363220.20192271,2490084.35975932
2351295.36049854,2500006.67961617
2352696.02763999,2580995.22048325
2346669.25043362,2562314.52002213
2352865.80972553,2590991.25992154
2357881.63589521,2476809.80993818
2380333.90370043,2676420.0695704
2396888.33886172,2658892.13964858
2398001.73050198,2508185.78960557
2396742.24105138,2473758.53020533
2401462.82561514,2647099.04997454
2399660.45300798,2466395.01035681
2407692.74695911,2474995.03000657
2433052.95869076,2618830.71022918
2398641.69352148,2575415.76950232
2405294.55004107,2541720.58964422
2489925.67923191,2455089.5599799
2476982.25701057,2445671.39968436
2482425.64066228,2459794.61974364
2573173.66663324,2362847.10003414
2832041.16004185,2409448.56951334
2839221.14975901,2442696.12004153
2845286.50023159,2451276.87018845
2862902.60234258,2422241.48962559
2867259.8902189,2436623.82991152
2861437.68282296,2459646.06997357
2867341.6507115,2421585.18971238
2848028.56129395,2411083.78974226
2857925.76413859,2430216.21977548
2872616.80011694,2453812.2295608
2877292.55357583,2423203.43975835
2895077.03308677,2422079.83986536
2889259.99138217,2439066.93039582
2909254.13649054,2423851.72049984
2886519.59204375,2460299.83022393
2885039.97983645,2444623.3997635
2896980.14776238,2449424.56963279
2844763.95890901,2429103.81047504
2856941.2480493,2452833.63987692
2743610.28285424,2475956.00022965
2749813.98085077,2483787.709813
2774086.56091112,2453367.68971399
2769296.45710824,2460264.75995162
2739938.74162115,2423068.16046544
2738135.76975201,2430800.11995436
2775487.51343737,2429429.82003461
2724828.09044663,2446795.36000517
2750880.31804837,2417377.74955854
2753880.27068055,2435048.98017302
2750563.80920897,2444436.72981536
2751125.42101456,2450896.99972329
2744139.8832445,2461787.669398
2684099.14101384,2370735.09969334
2634472.60717718,2368048.80040742
2633097.87167022,2343260.63955709
2630778.6282045,2375532.43013311
2624873.4664945,2375913.71017207
2617218.33401485,2392471.84012632
2616986.57857322,2333895.07966842
2610168.90626879,2378070.06025382
2599314.96074984,2397010.40021868
2607790.89226691,2359654.74983656
2595671.78933411,2371523.71978544
2589090.59595574,2389073.48978815
2600921.39118367,2380050.78037205
2610085.77139774,2371767.84988506
2591731.49616574,2393269.66993216
2579729.00361349,2401129.19991059
2579670.41083861,2311073.00970488
2583400.24080987,2331008.06031657
2588720.19297816,2355211.2898066
2599035.78088048,2318064.41970183
2587210.52270378,2340734.14046359
2597164.45264021,2342923.17964574
2605716.60988524,2316921.42979812
2613000.36625563,2315864.77052026
2615316.88024668,2274276.09018595
2636994.09220527,2324062.68970298
2631679.3523497,2332982.25950263
2634386.04689324,2337929.03979402
2647110.52966412,2343364.32978593
2668224.64146557,2357530.05970064
2652237.21162942,2358668.07961015
2561799.25108044,2331672.13047985
2511234.25108977,2445982.79008332
2523389.47855044,2439120.60024997
2546069.82936001,2429137.56975405
2543176.48276829,2424613.78015259
2543025.57669868,2408793.51975745
2547319.21260408,2405793.62981972
2554447.65295677,2413168.88052125
2567338.50277585,2403592.18051688
2567140.41115504,2411709.47046546
2555228.41286806,2415084.97958094
2577197.59108358,2425083.57012117
2495803.14643529,2433424.54008666
2481217.22882972,2428200.77956259
2476564.99023036,2471119.15049406
2486315.1720161,2445534.16029438
2490562.90072467,2456822.54984337
2476991.99620059,2435326.22963845
2476706.7093072,2440116.3199649
2487035.7761454,2414111.41001559
2482491.28293453,2429992.52972462
2449141.77030047,2431545.99045311
2447495.39074596,2435633.24948498
2438669.28982091,2447592.44985712
2443538.33608127,2444726.68971579
2470460.67110957,2396564.10007005
2469315.7611307,2403363.79974853
2477154.79209326,2418031.39978214
2469312.84567853,2428487.5694593
2435395.63015965,2437119.35956655
2443721.08389075,2425243.14977056
2449209.14251163,2424495.71018788
2433851.10022609,2433114.25956565
2462525.9230907,2416971.06973968
2464107.80433893,2423983.28989318
2439645.17275411,2372829.65985806
2436677.244382,2378894.12973321
2427091.35006956,2423280.65039882
2426412.86632343,2430155.7794514
