2.7921e+06,2.6119e+06
2.7393e+06,2.6339e+06
2.4617e+06,2.6659e+06
2.3762e+06,2.7086e+06
2.3442e+06,2.762e+06
2.3015e+06,2.7834e+06
2.2694e+06,2.7887e+06
2.2353e+06,2.8315e+06
2.225e+06,2.8325e+06
2.2014e+06,2.8402e+06
2.1351e+06,2.8513e+06
2.1234e+06,2.8501e+06
2.0998e+06,2.847e+06
2.0981e+06,2.834e+06
2.0952e+06,2.7964e+06
2.1181e+06,2.3636e+06
2.121e+06,2.3558e+06
2.159e+06,2.3176e+06
2.1753e+06,2.3126e+06
2.2588e+06,2.3135e+06
2.3656e+06,2.2654e+06
2.4617e+06,2.3242e+06
2.6336e+06,2.2307e+06
2.6432e+06,2.2323e+06
2.7821e+06,2.3669e+06
2.9609e+06,2.3985e+06
2.9913e+06,2.4191e+06
2.9209e+06,2.4737e+06
2.812e+06,2.5271e+06
2.8021e+06,2.6055e+06
2.7921e+06,2.6119e+06
